今 古
不厌饥时麦 难挑旱后蔬
沈沦诗更好 飞动意能无
莫以鹬冠聚 尤深鱼服虞
时清宁任侠 宦薄且为儒
谁携若下酒 来唤子猷船
屑玉玄谈媺 披沙丽句圆
书探龙爪秘 畵得虎头传
薄俗人难傍 穷居地自偏
何妨号城市 亦自饱云烟
入坐青山满 沿阶绿树圆
馔饶三九菜 酒靳十千钱
驻户桓生马 裁诗薛氏笺
君王书上考 宴饯下承明
不爱东胶赏 俱称召伯荣
三提长官印 十稔临安城
草木沾恩泽 江山识姓名
官如两髙峻 人比孤山清
休汝冠裳会 留恂父老情
畵熊犹缓发 竹马已先迎
久偃扶桑颶 仍留下濑兵
平堤规岸出 垂柳抱沙欹
一径入桑梓 两山明竹枝
人天自兴灭 佛日为苍凉
树老犹依砌 僧贫不具牀
始知灵境杳 不与众山群
树色空中断 泉声天半闻
古崖松半朽 阳谷草长芳
径竹穿风磴 云萝绣石床
昨向山中见 真如画里看
松风吹短鬓 霜气肃群峦
掬水洗双眼 披云看九华
岩头金佛国 树杪谪仙家
云外开丹井 峰头耕石田
月明猿听偈 风静鹤参禅
茶分龙井水 饭带石田砂
香细云岚杂 窗高峰影遮
饭遗黄稻粒 花发五钗松
金骨藏灵塔 神光照远峰
竹深荒旧径 藓合失残碑
云雨罗文藻 溪泉系梦思
云散九峰雨 岩飞百丈虹
寺僧传旧事 词客吊遗踪
尽日坐井栏 有时卧松下
一夕别云山 三年走车马
觉来枕箪凉 诸弟在何许
终年走风尘 何似山中住
世故恼情怀 光阴不相待
借问同辈中 乡邻几人在
送子东归省 菁鲈况复秋
幽探须及壮 世事苦悠悠
三年成阔别 近事竟何如
况有诸贤在 他时终卜庐
大道即人心 万古未尝改
长生在求仁 金丹非外待
故山不可到 幽梦每相关
雾豹言长隐 云龙欲共攀
春风梅市晚 月色鉴湖秋
空有烟霞好 犹为尘世留
微言破寥寂 重以离别吟
别离悲尚浅 言微感逾深
岂无良朋侣 洵乐相遨游
譬彼桃与李 不为仓囷谋
中有亦何有 天之即成空
无欲见真体 忘助皆非功
受之不敢发 焚香始开缄
讽诵意弥远 期我濂洛间
如何衡阳雁 不见燕台书
莫歌沣浦曲 莫吊湘君祠
遥拜罗浮云 奠以双琼环
渺渺洞庭波 东逝何时还
风飘回雁雪 美人归未归
我有紫瑜珮 留挂芙蓉台
楚俗多尊鬼 巫言解惑人
望禋存旧典 捍御及斯民
北门倾盖日 东鲁校文年
岁月成超忽 风云易变迁
滩声回远树 崖影落中流
柳放新年绿 人归隔岁舟
苍茫闻驿鼓 冷落见炊烟
冻烛寒无焰 泥炉湿未燃
野塘冰转绿 江寺雪消晴
农事沾泥犊 羁怀听谷莺
殿古凝残雪 墙低入早春
巷泥晴淖马 檐日暖堪人
佛鼓迎官急 禅怵为客虚
桃花成井落 云水接郊墟
终岁风尘里 何年沧海浔
洞寒泉滴细 花暝石房深
溪流迟渡马 冈树隐前旌
野屋多移灶 穷苗尚阻兵
但得此身闲 尘寰亦蓬岛
西林日初暮 明月来何早！
此日真归隐 名园竟不违
岩花如共语 山石故相依
留侯先谢病 范老竟归湖
冰霜缘径滑 云石向人危
平难心仍在 扶颠力未衰
市里烟霞静 壶中结构奇
胜游须继日 虚席亦多时
花竹深台榭 风尘暗甲兵
一身良得计 四海未忘情
人世伤多难 亲庭叹久违
壮心都欲尽 衰病特相依
风尘淹岁月 漂泊向江湖
济世浑无术 违时竟笑愚
天运终无息 人心本自危
忧疑纷并集 筋力顿成衰
年华多涉历 变故益新奇
莫惮颠危地 曾逢全盛时
日望天回驾 先沾雨洗兵
雪犹残岁恋 风已旧春情
峡坼开雷斧 天虚下月钩
化形时试钵 吐气或成楼
山僧援故事 要我到渠家
自谓游已至 那知望转佳
潭净长开镜 池分或铸莲
兴云为大雨 济世作丰年
峡寺缘溪径 云林带石泉
钟声先度岭 月色已浮川
洞里乾坤别 壶中日月明
道心空自警 尘梦苦难醒
机关鸥鸟破 踪迹水云疑
仗钺非吾事 传经愧尔师
石门深竹径 苍峡泻云泉
泮壁环胥海 龟畴见宋田
西风吹剑首 晓日照琴心
慷慨平胡策 凄凉出塞吟
逢人言动错 居世古今难
老免班鸳鹭 归当匣镆千
叶繁栖凤竹 蔓结偃虬萝
吴树三春暗 江涛八月多
词华二陆后 形胜六朝余
山鬼窥青管 江妃扈赤书
鸥翻当吹笛 鱼跳近垂钩
折藕怜丝细 探莼爱乳流
相从穷宴赏 一倍惜芳菲
积水生凉气 空斋兴晤歌
心微千念寂 室浅一灯多
宿处随鸥鸟 秋初惜月华
遥心连浦雁 归萝滞江花
土膏含雨润 山气带烟流
故道牛羊反 前林鸟雀投
蓼花明远岸 芦叶隐低田
风起青蘋上 云归白鸟前
波荡垂帘影 窗留过橹声
树低看岸远 风细觉潮平
棹歌喧极浦 峰翠漾中流
每夜偏多月 长天只似秋
玳梁栖燕子 锦石戏鸳鸯
荷密鱼难聚 花繁鸟易藏
刍灵疑榜吏 幽域讶圜扉
白日终无照 青春更不归
剑从泉底合 灯向地中辉
山雨沾容翣 江霞变阙衣
清霜沾劲草 修坂灭流尘
为吏儒衣旧 谢官行李贫
如何咫尺地 动以岁年期
忽睹草花喜 终遭猿鸟疑
无酒是穷主 有儿为名臣
庭前花始放 阁下李先生
李家十八子 奏事二三人
凿石方有宝 淘沙始见金
春夏无定用 秋作见冬成
逐角鹿独宿 栖篱鸡齐啼
老师真活窍 小鬼应死心
屋北鹿独宿 溪西鸡齐啼
江南多才子 苏州出圣贤
人情云聚散 世态草荣枯
事定见天理 时艰识丈夫
江月谁人影 山光落钓舟
树交花两色 石横水分流
英雄四海眼 道义百年心
蕉鹿梦中梦 松风吟处吟
穷通观世变 离合见人情
花不求春艳 器当思晚成
有杯问明月 无扇障西风
神骏老嘶枥 纸鸢高入空
邻灯晓炊暖 溪雨晚舂香
有客歌良耜 何人饿首阳
社舞邻呼饮 时思礼荐尝
孤灯茅屋雨 落叶石桥霜
无酒喜留客 有钱多买书
敲冰时煮茗 踏雨晚挑蔬
月坐人醉醒 风眠户阖开
搜奇屐穿雪 习懒砚生苔
空阶闻叶落 隔树见灯明
亲老贫常健 儿痴学未成
落叶空阶雨 残梅阁砚冰
鸟啼深夜语 犬吠隔篱灯
呼儿入深林 扫此松下石
澹然忘世故 一枕聊自适
窈窕俯长流 逶迤带重城
朝光散霞彩 暮色涵空青
中有仙人居 珠宫灿瑶席
凝云不飞去 化作轮囷石
当时觞咏处 春净化颜酡
磊落黄金罍 玲珑白玉珂
遥遥仙人尉 盘盘故时陇
丹泉清可鉴 石乳甘于湩
澄清若有待 浑浊那能蒙
当时贺知章 富贵如苓通
断冈屹崇墉 虚籁殷灵壑
雨深瑶草长 风定松花落
溪流深几尺 新雨过前山
浮云多变态 好鸟亦閒关
出泥本无垢 露体皆真如
大千入一息 宴坐忘百须
饮猿摇涧月 飞鹭点秋山
竹静风相挠 水流云自闲
妾心如古木 不受春风吹
古木宁槁死 可伐不可移
捣茶惊鹤醒 抛果引猿来
笋短和泥掘 松高倚石栽
诗思半山月 生涯一坞云
砚乾分瀑润 香断借兰熏
扪萝上层巅 苔滑不留履
落日负樵归 云深失归路
荡摇水中月 水定光复圆
问水水不语 问月月不言
游鱼惊扇影 幽鸟避歌声
云断远山出 林疏落日明
平芜淡云烟 独鸟下残照
见山孑无言 倚树忽长啸
涧水冻不流 月出四山静
柴扉不敢敲 恐惊孤鹤醒
坡暖四时笋 溪寒五月花
泉声挟风雨 云气走龙蛇
家贫猿执爨 林静鸟司晨
好竹能医俗 幽花不媚人
青山新面目 老树换须髯
夜皎月千里 晴暄雨四檐
夷齐饿欲死 巡远守方危
大节不可屈 真心终莫移
午凉欺舞扇 晚雨系渔舟
春尽花无主 风寒叶自秋
断篱深院落 流水旧亭台
明月无今古 春风自去来
香凝花上露 影落镜中天
枕簟水亭雨 笙歌月夜船
天低深雨露 风怒走蛟龙
林霭通樵径 山云隔寺钟
千古月知己 四时花有情
吟怀今郑綮 家学昔玄成
冉冉年增老 匆匆春去忙
候禽喧巧哢 驻卉逗余香
幽讨离家久 新吟借客看
槐阴风转夏 梅子雨留寒
寒林隐虬龙 幽径行蛇蚓
场登■稏实 水弄芙蓉影
栖鸦依古木 归艇入前村
岸隔山藏寺 潮生水到门
不堪兰佩远 近在菊花前
欲买尧夫宅 难移杜曲田
乾端顿轩豁 山色更晶明
远近烟村露 微茫野水横
水寒鱼绝影 林暝鸟藏声
云敛天容净 雨余山骨清
打窗风送泾 袭袂夜生凉
洒若烦襟豁 悠然清梦长
花竹四时趣 简编千古心
户庭无俗驾 风月入骚吟
双尖浮殿塔 千堞里楼台
潋滟琉璃合 微茫图画开
莺迁对人语 蜂众报僧衙
笋老欲成竹 蕙香开遍花
地止一方阔 春无方寸亏
粟中藏世界 芥子纳须弥
归鸿千里近 过鸟一身轻
溪派分头去 山光恋眼明
荻塘三百里 禹甸几千畴
绵络庐相接 膏腴稼倍收
讖书曾昔验 王气慨今无
犹喜王侯冢 免遭诗礼儒
溪山衔落照 杉竹聚清阴
日对画图轴 风生琴筑音
舟行寻宿泊 村近问名称
愁聚眉常敛 吟穷思屡凝
异世桃源路 暮春梅子林
屏山森秀色 槃涧漱清音
鸣鸿归别渚 倦鹊立寒林
烟树远横带 云甍高耸岑
温乎容可即 俨若像如存
满拟朋三寿 那知隔九原
不惟哀一老 亦欲识诸孤
魏笏期传祖 韦经在业儒
雷复阳初长 雪消山更青
岭坳孤塔露 木杪片云生
腻草翻风沃 芳林映日高
殢情醲似酒 溢目涌如涛
水涵春屿碧 林镂夕阳红
过尽桃花雨 吹来杨柳风
斜阳芳草岸 流水落花村
露叶梅藏子 云根笔长孙
暗绿藏禽语 残红襯与蹄
莎汀连苇岸 麦陇间蔬畦
莺花欺白首 鲑菜足青春
今古斯文在 江湖旧业贫
村砧声自答 岸鸟□相呼
河汉回西极 星辰入太湖
犬吠三叉路 人行独木桥
炊烟时灭没 村酒自招邀
浪搜盘岸木 风逆赴巢鸦
细草官塘直 长烟野日斜
雨昏低度屋 风急乱穿云
衡岳路犹远 吴江夜正分
邻鸡喧暮栅 寒蟹上灯窗
戍鼓凌云击 城钟入夜撞
新烟榆木火 迟日杏花天
村酒倾壶浊 溪鱼入脍鲜
故园经岁别 游子几时回
且尽山公酒 难将驿使梅
春回苜蓿地 笛怨鹧鸪天
趁日裁乌帽 寻人卖马鞯
船回载酒客 楼倚独吟人
老态多思旧 时情只贵新
月树回凉影 秋声叠夜砧
道能忘畏垒 酒不破愁城
心灰无复暖 鬓雪近来浓
孤雁雨中过 短书灯下封
月暗水光白 夜深邻语低
钟声传下竺 梅信失西溪
乃知心迹远 不在山林深
客散动秋影 鹤归分夕阴
雨花传祖意 坐石契禅心
潭静白云上 月高清梵沈
问舟寻上客 放步约同人
偶入招提境 如酬宿昔因
禅心本无住 吾道岂忧贫
城郭千年鹤 林丘一聚尘
欢娱时不偶 激越意空陈
路改疑前梦 云孤忆老亲
弹琴僧舍晚 觅句酒家春
闲水文轻縠 平芜展细茵
目惊流节驶 心醉古风淳
过庭犹昨日 骑竹想当年
书剑辛勤历 轻肥少壮便
浪游春富贵 醉舞月婵娟
候转芳华歇 时移斗柄偏
狂歌伤德凤 再拜听啼鹃
敢议乾纲坠 难支国步颠
安危谁可料 否泰理相连
义士含孤愤 谋臣误大权
少微潜在野 太史泣占天
四书犹在鲁 六籍不忧秦
太史经邹峄 离骚感楚臣
高门封植旧 暴客斧斤初
斲作有瑕玉 创为无用樗
日长简编丛 春老蓬蒿径
志士苦忧时 高人思缮性
愁心菖歜苦 悲绪彩丝牵
叠雪虚唐赐 薰风绝舜弦
功名蚁行磨 意气鹊栖枝
于蒍歌偏好 归来赋足师
振振麟趾族 煜煜锦袍仙
礼乐三雍对 神明百世传
雷公自收平 田父不耘苗
时见危垣堕 仍闻比屋漂
俭勤成禹圣 仁孝本虞心
汉殿觞称玉 轩湖鼎铸金
宝龟传圣子 玉几导宸谟
百世尊王度 千秋拱帝图
多能天与圣 大度祖同符
恻怛钦刑诏 严恭事帝图
立心天地厚 接统帝王前
舄奕临雍礼 昭回赞道篇
园陵初谒汉 境土合归周
连海沧波静 长江兵祲收
千秋思沛邑 七月葬稽山
春暗觚棱影 星回羽卫班
孙谋方燕翼 龙驭忽遐征
四海尧音密 三年舜慕情
辛勤种青门 竟作抱蔓归
日月老宾送 霜露沾人衣
谁知九天上 云扉本不扃
度世同御风 蓬蓬随飘零
投之孤芳篇 投之孤芳篇
托根岂云虚 报以蟠桃实
幽居观元化 悼此岁月更
感遇三十篇 读之慨余情
物情恶衰歇 义心感亲和
我生欠一死 不死当语谁
莫唱贞完曲 谁为宝庆人
早霜明带月 寒菊艳争春
尧天日月大 禹甸噎霾侵
塞下将军令 隆中梁甫吟
声名宁我后 官职逊人先
徐广生多戚 龚宾死独贤
万屯孤宿饱 一旅共时危
行地嗟蓬转 呼天泣黍离
江湖正寥阔 梁楚忽姻连
不作武担掾 翻成葛水仙
端从绣衣使 直拟黑头公
柯烂全枰换 舟移绝壑空
危邦韬昼锦 剧盗剪春葱
地隔几庐舍 天怜两秃翁
过庭忠训在 攀槛直声新
谏草频尊主 绯花与显亲
清时伯夷粟 愉色老莱衣
洛社风流在 襄阳耆旧稀
尚怀丞相亮 肯署大夫雄
有客来今雨 夸予迈古风
把我葱珩解 众公款段游
东来迎羽服 西去义羊裘
泰元神授筴 癸亥日宣光
艺祖郊天始 高皇受命长
后庚基再造 先甲迓殊祥
率育歌时夏 仪刑咏我将
天街澄析木 农扈庆金穰
筑塞懲獯鬻 梯山谢越裳
宗祈严美报 亲享荐嘉尝
周士咸奔走 尧民共颂扬
青冥收夕雨 华耀炳朝阳
前辈古风在 故人今雨来
绝口不言事 挽须惟把杯
秦树浮天去 巴江带雪来
山河无用险 邦国正需才
岁凶捐瘠众 天远祷祠难
贾客还沽酒 王孙自饱飧
笋香邻瓮酒 禽听客窗棋
田鼓春迎社 乡巫夜赛祠
哀猿依讲席 饥鸟下生台
潭影留云住 钟声送月回
地清天不暑 池曲水无波
笋箨迎书带 樱桃送锦窠
呦呦呼伴鹿 唼唼换经鹅
养素行编屦 乘闲坐织蓑
几篇餐玉法 一帙醮星科
香灺沉银叶 衣裾佩紫荷
丹光留海月 绛景出松萝
醉忆泉浮乳 幽怜石烂柯
神君攀绿桂 天女踏青莎
石因钟乳腻 松为茯苓肥
剂墨香翻杵 修琴玉布徽
天低临象纬 日近逼光辉
竹里开长径 池边蔽小扉
红迷霞绮错 绿涨水环围
仙杏葩凝赤 蟠桃萼剪绯
龙来还独宿 鹤去更知归
割蜜蜂先避 衔书凤自飞
祠雷陈古磬 符鬼掣灵旗
上圣崇明祀 元臣属有文
内香开宝炷 制币出玄纁
受节临前殿 传胪听后军
酒清黄木庙 鱼祭武夷君
飓母应回雨 天妃却下云
不劳风有隧 犹愿楚无氛
漕粟瑯琊见 还珠合浦闻
穹苍天泱漭 溟渤气絪緼
龙户编鱼赋 鲛人织雾纹
畦祠光炯炯 宣室语欣欣
观书曾拜洛 歌赋不横汾
粟晕排金缕 酥凝烂玉杯
美人乘马至 仙子抱琴来
双玉矜娇思 联镳骋逸才
题诗红袖拥 传诏锦袍回
文章守馆阁 礼乐著朝廷
执法头先白 抡才眼更青
妙思通灵素 玄阴接帝青
抗颜躬蹇蹇 蒙顶发星星
飒爽龙羞豢 萧疏鹤鍊形
壁虚生地籁 斗近界天经
蝶梦春涛涌 虫疑晓日冥
云生停斝候 风入倚窗听
屈曲车连轸 腾挐簴列庭
恋乡思海岱 封爵鄙云亭
月落孙生啸 天寒屈子醒
雄姿轻虎豹 浮迹陋鸥鶄
安知居庸口 可掠太白脚
马行已崇颠 鸟度尚层壑
林蹊旷迷辙 崖井荒留幕
俯疑日沈车 阒若风鼓橐
元云倏扬旟 朱霞粲涂鞹
数驿程匪赊 袭裘寒更薄
客魂逢酒消 鬼胆因诗愕
蟠木将为容 胡绳未宜索
严召戒晨趋 澄旻际秋廓
淮贷东西景 鸢鱼上下心
乾坤无远近 日月任升沉
功名元有数 风雪不知遥
抵北逾鳌极 维南望斗杓
梦惊羊胛日 嶮历幻人刀
碧盌昆坚异 黄金甲第高
云枯涵旱气 星烂射寒茫
钟鼓寒更永 乾坤夜色苍
梦残倾锦帢 吟细缓征鞍
土峡深回洞 山田叠醮坛
平畴交晚吹 凉意满轻裾
草木浮元气 河山拥草庐
在家贫亦好 行路古来难
寺古松杉老 山空水石寒
剑华寒有晕 山日惨无辉
孤隼梢云下 群鸦结阵飞
气随天北转 人与雁南翔
肝胆孤忠在 江湖去路长
三书曾未报 一别谩相望
喜信占晨鹊 清吟梦夜床
重桥穿宝应 一岸入高邮
水陆开亭转 烽烟静塞愁
事机须勇退 天意许生还
顺处从多厄 趋时免强颜
都忘身外事 贪读意中书
比老心能尔 虽贫乐有余
钩帘来舞燕 锁树护栖鸦
客至留酤酒 吟长待煮茶
色酣中省乐 香重锦窠春
尽殿群芳后 谁辞载酒频
天颜凡五见 雨泪遽双垂
化日中天赫 阴灵万国驰
声明三五盛 垂拱九重深
国论多儒断 天机入睿临
今春辞画翣 弓剑閟泉扃
火盘承正据 虎落入雄吞
阳春元有脚 玉度莹无瑕
神骏推宛马 跳梁笑井蛙
相逢成夜集 畅饮厌流霞
绮席围声妓 银筝合凤琶
晚妆添粉黛 杂舞见渝巴
鑪暖融螺甲 盘香供露芽
透空敲雨杖 促节掺渔挝
侑食增阳盛 纾怀发兴赊
旧声今渐远 新体此无加
限田标镇戍 积愤致抢攘
武惠当年杰 天心霸业匡
云龙时际会 风虎日翱翔
五十连城重 三千战士良
一朝归版籍 遗爱在耕桑
甫定先文治 来威戒伐张
俭恭希大帛 号令肃秋霜
气革耰锄扰 风还礼义乡
颂方歌鲁盛 人骇陨星镗
地灵连海岱 境胜隔仙凡
绀殿通虚阁 丹崖间翠岚
天低神宝岭 佛出证明龕
鸡警阴魔暴 僧驯怒虎眈
定师兴寺始 党刻不辞惭
石状殷公怪 眉庞老衲毵
锺声盘绝壑 幡影走枯柟
法护双欏树 经严七宝函
巢栖松鹤赭 茗瀹露泉甘
为寻江表传 重会岭南天
鸿鹄乘风健 骅骝得路先
鸡香芬省署 襟谊动星躔
洒落生平契 留连祖送筵
自嗟衰病客 愁卧瘴江烟
岁月邻期耄 乡尖近五千
依依枝遶鹊 跕跕水飞鸢
外望何其切 中堅未易镌
崇高畴弗恋 筋力若为前
杖才任操倚 节目喜摩挲
尺度天然足 柑黄气色和
奇姿含海雾 孤植映江沱
物眇离乡贵 材稀审实讹
声音铿爪甲 鳞介讶鲛鼉
鞭驭真雷策 批亢格鲁戈
重轻欣得所 长短称闲拖
扶老携行便 持危得力多
金蛇僵自劲 鲐背痒忘苛
日淡山容静 秋高海气清
孤鸢随鹤下 饥兕近人行
野鸟惊飞疾 溪船逆上迟
放怀须醉酒 对景漫题诗
浮云低月峡 戍鼓殷雷门
芳草何年歇 青山亘古存
沙虫联五马 跖卯袭三公
东海波涛黑 中原草树红
人方恋升斗 我独抚尊缸
故国秋风惨 荒城暮雨开
老委青云志 空听白纻辞
寒烟昏塞口 残月淡娥眉
时危还有虑 愁重不知春
海国迷归棹 关山拥战尘
得句闲题石 忘机或灌园
每怜鱼涸辙 多见鹤乘轩
坐石听流水 开楼见远山
报衙蜂澒洞 悦景鸟绵蛮
野雾迷花径 秋烟隔市桥
溪深新涨雨 江浊暗生潮
水静鱼儿乐 风微桂子香
异邦人苦雨 故国雁啼霜
无言及名利 适意在田园
春雨桑麻长 秋风果蔬繁
今年诚有望 吾计未全荒
倚仗停吟久 看云引兴长
山田禾熟早 海国雁来初
对客无多论 耽眠或废书
对此清幽景 都忘喧杂声
看书庸有感 与世竟无情
