春风梳柳燕裁锦 秋雨点芦蛙弄声
精忠留古柏,今喜湖山胜地,瓣香来共拜祠堂. 老奸终古分尸,鬼斧神斤劈开桧树；
快事一时抚掌,风欺雪虐压倒秦头. 痛恨失黄龙,锦绣江山,断送金牌十二；
英灵来白马,松楸风雨,恍闻铁甲三千. 人从宋后少名桧；
我到坟前愧姓秦. 漫嗟吁南宋小朝庭,喜当今唤醒国魂,收复中原光汉日；
怎点缀西湖好山水,赖有此更新庙貌,保存古迹镇栖霞. 卫社稷,执干戈,差幸苦战十年,尚留得偏安局面；
听鼓鼙,思将帅,不是冤深三字,怎能见一片忠心. 宋室忠臣留此冢；
岳家母教重如山. 祭重褒忠,一卷吁天追往烈；
字传涅背,千秋报国是前师. 忠孝为千古不磨,裕后光前,百世犹知昭穆；
钟毓得两间之气,达生岳降,举家合享烝尝. 王以身殉国,厥嗣宜昌,如过汤阴谒祠宇；
宋距今有年,其祀不废,今来湖上礼冠裳. 楚国溯贤规,崇懿宜书烈女传；
南荒嗟远徒,精忱合配继忠祠. 万世纲常,名父名子；
一门风烈,言孝言忠. 经进百韵诗,祖德能传,书实可征天定录；
沉冤三字狱,神人共愤,昭忠仍纪绍兴年. 在当年从难,碧血埋幽,蜚语何来哀太尉；
以列校奋身,丹心亘古,瓣香有托吊英雄. 大烈震乾坤,三字含冤,未抵黄龙同痛饮；
孤忠悬日月,千秋生晚,只从青史仰威名. 尚有精诚留瓦巷；
更移忠骨镇栖霞. 万古仰精忠,但愿拜墓人咸知劝激；
一抔识潜瘗,幸逢偃兵日复荐馨香. 定谥出宸衷,感格椒馨昭盛典；
丛祠纪纲目,表扬藁葬显纯忠. 九曲旧丛祠,父老相传,此地曾埋碧血；
一门昭大节,英灵难没,惟天可鉴丹心. 武穆谥焜耀奎章,虽异代君臣,能使丹心照明镜；
嬴蛳山表扬初瘗,即几余考证,犹今碧血妥幽宫. 王业竟偏安,叹息北征将士；
精忠独报国,伤心南渡君臣. 白日竟沉冤,相传九曲丛祠,曾傍城闉瘗忠骨；
青山虽改葬,凭吊一抔荒土,还从庙貌对栖霞. 晚受国恩封,花诰春深,已见东窗事发；
早蒙家难死,寒泉秋碧,好同西市魂归. 青山有幸埋忠骨；
白铁无辜铸佞臣. 正邪自古同冰炭；
毁誉于今判伪真. 南宋犹存,关心和战当年事；
西湖不朽,到头功罪大家看. 遗烈镇栖霞,酾酒重瞻新庙貌；
大旗悬落日,撼山愿学古军容. 一色水天秋,劫难洗三字污秽；
双清风月夜,正好分两世精忠. 名胜非藏纳之区,对此忠骸,可半废西湖祠墓；
时势岂权奸能造,微公涅背,有谁话南渡君臣. 云旗风马,生死相从,部曲有同心,想见随军依鄂国；
桂醑椒浆,英灵来格,墓门求近地,惜难筑冢象祁连. 子孝臣忠,决战早成三字狱；
君猜相忌,偏安还赖十年功. 冰壶清濯魄,对六桥三竺,九霄秋净月当头.
穿牗而来,夏日秋风冬日日 卷帘相见,前山明月后山山.
里外湖瑞启金牛,地注渊泉,州里澄波无限好 古今月光含玉兔,天开图画,一轮霁魄此间多.
天开眉目山川丽 地得肤毛木石灵.
佳景四时,最好秋光何况月 静观万物,欲平天下有如湖.
佳趣此偏多,量来秋水平篙,照我全身都入画 吟怀闲不得,携有清风两袖,看花沿路去寻诗.
凭栏看云影波光,最好是红蓼花疏、白苹秋老 把酒对琼楼玉宇,莫孤负天心月到、水面风来.
鱼戏平湖穿远岫 雁鸣秋月写长天.
万顷湖光长似镜 四时月好最宜秋.
欲把西湖比西子 更邀明月说明年.
胜地重新,在红藕花中,绿柳影里 清游自昔,看长天一色,朗月当空.
山远疑无树 湖平似不流.
点缀湖山,凭籍花鸟 清筑骚雅,广注鱼虫.
一檐虚待山光补 片席平分潭影清.
笑隔荷花共人语 坐看孤月到天心.
碧玉栏边,正酒熟香缊,隔墙忽逗初三月 绿荷丛里,有珠帘画坊,携客来尝六一泉.
客中客入画中画 楼外楼看山外山.
万井桑麻中,点缀六桥花柳 一城灯火下,辉映十里湖山.
两岸凉生菰叶雨 一亭香透藕花风.
四壁荷花,香风入座 三面水榭,明月满湖.
别具胸襟,是明月前生、梅花知己 偶来爪印,为青山有约、湖水寻盟.
四面湖山数间屋 一楼风月半龛诗.
波上平临三塔影 湖中浸倒一轮秋.
亭与湖心相掩映 月从波面鉴空明.
门外湖光十里碧 坐中山色四围青.
四面山光照 三潭水影清.
明月自来去 空潭无古今.
半塔斜阳颓老衲 一池残荷战秋声.
荷风送香气 潭影空人心.
四面荷花三面柳 一城山色半城湖.
山光静对烟波际 塔影清涵水月间.
四面湖山数间屋 一楼风月半龛诗.
最喜荷花环佛界 每量湖水问渔人.
三面湖光,四围山色 一帘松翠,十里荷花.
空潭成对影 明月悟前身.
舸舰重来,问月三潭怀退叟 骊驹旋唱,看云五岭笑劳人.
孤屿春回,许与梅花为伍 寒潭秋静,邀来月影成三.
来往游人,须知爱惜花柳 春秋佳日,切莫辜负湖山.
记故乡亦有仙潭,看一样湖光,添得石桥长九曲 至此地宜邀明月,问谁家秋思,吹残玉笛到三更.
碧水乍开新镜面 青山都是好屏风.
六二年胜地重游,青山无恙 十五载乡关远隔,白发遄归.
且倒余樽永今夕 岂知明月解前身.
槛外群松迎万壑 帘前一月印千潭.
谁识梦魂萦北阙 只知汤沐是西湖.
笠屐清风怀昨日 湖山宦迹已三年.
贪看湖山来作客 不知风月属何人.
横琴远思观山海 得句清音叩珮环.
水得闲情,山多画意 门无俗客,楼有赐书.
楼外水色山光,无非性理 眼前鸢飞鱼跃,尽是天机.
为政有余闲,不废登山临水 与人可同乐,无非明月清风.
胜地拓层楹,却招延三面湖光,四围山色 清游移短棹,尽消受一帘松翠,十里荷香.
天赐湖上名园,绿野初开,十亩荷花三径竹 人在瀛洲仙境,红尘不到,四围潭水一房山.
乐事与人同,坐来水面层轩,鱼跃鸢飞观道妙 胜情因地远,悟澈印潭秋月,天光云影豁诗心.
潭水洗征尘,适从海上归来,又领取瀛洲胜景 庭轩邻退省,偶到湖边话叙,更心钦彭泽高风.
断桥桥不断 残雪雪未残.
选胜到里湖,过苏堤第二桥,距花港不数武 维舟登小榭,有奇峰四五朵,又老树两三行.
断霞半空鱼尾赤 晚山浓似佛头青.
远属林园,胜妙殊绝 越诸尘果,身心了然.
宅畔拓三弓,养志犹惭,胜地烟云恣供忆 经开来二仲,清时有待,名湖风月任淹留.
高柳垂荫,老渔吹浪 晚花引乐,小舫携歌.
如砥湖平,湖镜映天湖有月 似棉柳软,柳荫垂地柳藏莺.
风起云行快 山高月上迟.
休言圣教有元机,不外正心诚意 莫向神仙求秘诀,静思孝子忠臣.
素志矢同坚,到此各有因缘,莫仅闲谈几句 黄粱犹未熟,急早行些功德,不枉好梦一场.
高山仰止 大河前横.
绿柳红蓼渔墅 白沙翠竹江村.
曲阁池边起 长柳桥外横.
道有源头,立言、立功、立德 工无驻足,希贤、希圣、希天.
法会之盛,闻于遐迩 妙胜之严,甲于东南.
栋宇摩霄汉 金碧灿云霞.
合相证三摩,光融西竺 众香超万有,界现南蓝.
律路控吴趋,君子至斯欣得见 邮亭掬惠水,好山相对欲忘机.
石曼卿死而为灵,古有寓公膺神庙 孙真人伺之疗疾,长留大药寿民生.
北去三河扬子渡 南通百渎蠡湖船.
继坡公舣舟,谁为过客 问相如题柱,可比升仙.
庋藏不富已,连甍公有胜私储,还借河须一瓻酒 方策犹存知,望郡新钞完旧帙,流传敢负百年心.
我生恨不见古人,是邦耆硕如林,文采事功皆旷绝 名士从来有部落,今日横流遍地,英雄时势两相需.
未知明年在何处 不可一日无此居.
红日无私,贫富一样照耀 青天有眼；善恶两般看成.
十叶云仍卌登榜 廿年咸藉两传胪.
噩耗到三更,老母寡妻惟我托 炎天走千里,素车白马伴君归.
烟柳倚槛看,高城日暮,风景依然,长与钓游留胜迹 沧桑随烛转,旧壁纱笼,题词安在？莫将裙屐换浮名.
一步一花景 无时无鸟声.
此中只许鸾凤宿 其上应有蛟螭蟠.
十三夸令子 四七冠功臣.
聪明正直谓之神,上界星辰,麟阁昭垂清史柄 清奇古怪如此树,空山岁月,凤冈想象翠华临.
清奇古怪画难状 风火雷霆劫石磨.
寻宋商丘题咏诗文,入胜出幽,十里梅香归吐纳 访清高宗游观陈迹,抚今怀旧,四周山色感兴亡.
春入湖山韶且秀 雪凝楼观净无埃.
佳味无多,白饭香蔬苦茗 我闻如是,松风鸟语泉声.
两山水隔难通马 四面波围不用城.
风帆移影桥独横 渔姑对镜月成双.
归云洞前云千重 明月弯头月一轮.
古洞云深春不老 灵山僧占月常圆.
顿教山色开生面 直引湖光入翠屏.
山与人相见 天将水共浮.
目极湖山千里外 人在水天一色中.
是谁先已乘云去 有客还思跨鹤来.
虹飞霞际落 鹤舞镜中回.
烟霞环绕三山外 吴越平分一水间.
吴越界分风土古 渔樵人伴水云闲.
寺隐山窝,寻到山穷方见寺 僧藏云窟,穿来云净正逢僧.
千娇深藏林屋洞 一山飞峙太湖中.
十二生肖真逼肖 百千石灵各输灵.
禹书奇字无人问 古洞仙门只自开.
渔艇到门青涨满 书堂归路晚山晴.
笑不了古今事 看得见去来人.
星满天潭河泻影 月离海峤树生烟.
四大皆空,坐片刻何分彼此 两头是路,吃一盏各自东西.
太湖万顷在襟袖 穹窿亿丈凌星辰.
百尺耸丹梯,郁罗最上 群峰环紫盖,颢气常清.
一泓秋水当窗见 半岭晴云隔树看.
纲纪重春秋,周有夫子,汉有夫子 庙堂齐学府,文一圣人,武一圣人.
一部春秋昭汉代 千年俎豆配尼山.
八百里太湖,尽收眼底 五千年历史,默数胸中.
笑骂尽文章,离合悲欢,唤醒人心梦梦 古今因果报,贤奸忠佞,难逃天网恢恢.
莫作两般看,前代事都今代事 同归一梦里,上台人即下台人.
满院浓阴青欲雨 一庭凉月白如霜.
秀夺千重翠幕 凉添一片冰壶.
今占湖山真净域 独尊齿德老头陀.
慈云普护三千界 法座高居第一蜂.
紫金庵里瞻佛像 听松堂上集嘉宾.
廊下阿难传色笑 座中僧语带烟霞.
远籁湖声应法鼓 余晖山响起梵铃.
绕寺全遮树 开门但见山.
驰骋云路三千,我原过客 管领重湖八百,君亦书生.
溪头细雨流花出 树外闲云载鹤归.
阁外泉声鸣断壑 月中竹影扫空阶.
古香自有梅花在 雪色时看野鹤来.
烟云台榭开三面 水月湖山共一楼.
万顷湖光,分来功德水 千重花影,胜入旃檀林.
点灯默坐还元阁 磨墨重题大散关.
西山朝来,致有爽气 太华夜碧,人闻清钟.
朅来客路谁青眼 笑指山僧已白头.
登铜井山揽胜而来,七二奇峰都归眼底 有香雪海寻源可入,三六福地自在胸中.
争传此地香成海 笑折花枝雪满衣.
桥通南北路 川流东西崦.
旧境随波去 新景逐浪添.
大路一条,到此齐心向上 好山四面,归来另眼相看.
莲障千重,此日已成云出岫 松风十里,他年应待鹤归巢.
香水濯云根,奇石惯延携砚客 西廊重月地,幽香曾照浣纱人.
花草旧香溪,卜兆千年如待我 湖山新画障,卧游终古定何年.
高树鸟鸣青嶂里 半山泉响白云中.
梵宫敕建宋代,推甫里禅林第一 罗汉塑源惠子,为江南佛家无双.
潮平震泽开明镜 波定胥江锁彩虹.
微斯人吴其为沼 赖此老海不扬波.
孝当竭力,忠则尽命 生为相国,死作涛神.
春风故国蘼芜长 落日荒祠杜宇哀.
往事昭昭,亿万世长传宇内 精忠耿耿,千百年犹在人间.
风急忽疑星欲坠 舟移如与月同行.
祠庙肃沧浪,更寻来一万字穹碑,新焕岩前榱栋 威名镇吴越,还认取七百年华表,遥传江上旌旗.
海内文章第一 山中宰相无双.
水远天长,万古川原连泰渎 年丰人乐,四时风景胜滁阳.
貌象和乾坤并老 香延与天地同春.
社稷已墟,尚有怀中六尺 君臣不死,直从海底千秋.
沥胆披肝,眼看山河已破,衣裹千行之泪 竭忠尽智,志存不辱社稷,身负六尺之孤.
泪洒西风,湿透朝衣浑是血 身沉南海,洗清宋骨不沾腥.
巫支祁井低深潜,澜恬洪泽 阿罗汉波间重出,福佑清淮.
赤面秉赤心,骑赤兔追风,驰驱时无忘赤帝 青灯观青史,使青龙偃月,隐微处不蔽青天.
名园别有天地 老树不知岁时.
大隐寄淮壖,十亩芳塘涵德水 高怀拟绿野,满园花木绣春风.
洪水想当年,幸怪锁洪湖,十万户饭美鱼香,如依夏屋 清时思俭德,祝神来清浦,千百载泳勤沐泽,共乐春台.
三过其门,虚度辛壬癸甲 八年在外,平成河汉江淮.
绿绮一弹留雅奏 青山数点学高人.
作尉到江皋,喜云山话旧,樽酒论文,消荡乡心忘异地 登楼怀水绘,观一镜平波,半宙蕉月,依稀风景说当年.
秀句满江国 芳声腾海隅.
二三星斗胸前落 十万峰峦脚底青.
几经劫火尚澄鲜,望隔苑斜阳,犹想见胜国骚人,高庭裙屐 一入风尘难免俗,趁名园雅集,也聊当皖公山色,闲话莼鲈.
杖履逍遥神自适 楼台宛转曲皆通.
深院观心,院外六桥桥上月 倚窗纵目,窗前一镜镜中花.
橐钥无传,一卷伤心狱吏火 户枢不蠹,片言终古活人方.
薄海奉金仙,梵宇恢弘千载上 编师扫倭寇,苍碑突兀两楹间.
寇不敢缨,敌犹感化 烈侔刚毅,清拟双虹.
两间正气钟淮海 毕世精诚贯日星.
力挽狂澜降生,先大禹一日 滂流惠泽在世,多如来五年.
海道昔曾经,虾子湾头,一叶扁舟支半壁 祠堂今重建,凤凰山下,千秋词客吊孤忠.
四围疏柳,三径荒苔,人来通海泉旁,古寺夕阳供凭吊 一曲小桥,半湾流水,地接学山园外,平林烟景足勾留.
煮茗剧长设,看岭上寒梅,堤边垂柳,到此无分宾主 抛棋时一笑,问亭中铁釜,井底清泉,曾经几度沧桑.
有志奋身裹马革 无言骚首望龙沙.
墨妙建新亭,点缀园林景色 文明耀古国,发扬艺术光辉.
圯可见新,快娄东亭轰墨妙 断能复旧,摹吴兴石刻归来.
赵管风流传墨妙 林园觞咏继兰亭.
墨痕垂娄水,长护新亭同仰止 妙迹传鸥波,远珍遗范式高风.
公园移名迹,已胪列古碑旧刻,又何论周秦椎鲁,宋元流媚 茂绩溯前贤,更历尽沧海桑田,总难忘三吴水利,复社声华.
七次下西洋,破浪乘风,刘家港口飏旌纛 盛名传后世,铭碑雕像,天妃宫里纪功勋.
使节七回西,横贯亚非,祖国声咸传异域 勋名三保盛,交流文化,友邦祀庙纪丰功.
说什么劳力劳心,一到此间都适意 看这样树人树木,十年后已尽成才.
饮水思源千万代 井亭戚浦永留名.
笃诚情性,公正心肠 勤劬事业,优美文章.
云窗雾阁事恍惚 金支翠旗光有无.
此间无半点尘埃,入座飞觞,留得沧江月醉 隔岸惟数家灯火,有人载酒,定牵春水船来.
自喜轩窗无俗韵 亦知草木有真香.
贴水芳园,花好月圆成妙趣 临江古镇,地灵人杰享盛名.
吴江明月千秋在 祖国风貌万里同.
华榭开时,喜集域中人,贴水芳园画意,半池莲叶容鱼戏 草堂行处,退思天下事,生风熏阁琴声,千树桐花任凤游.
由退思进 因忙得闲.
奇石尽含千古秀 异花长占四时春.
琴室停云静 天桥生月明.
竹梧秋雨碧 荷芰晚波明.
四时物华常新,花气氤氲,小园犹存当年风貌 五湖烟水相通,池光潋滟,清景可延远近佳宾.
艺秀辞工人所乐 水流花放吾其游.
石林迤逦,曲径通幽深有致 嘉树葱茏,台榭低昂静无哗.
门将河光春色好 园中鸟语话幽香.
梨瓮开时,正花落鸟啼,春风拂面 楸枰战罢,看天高云净,秋月满怀.
一泓月色含规影 两岸书声接榜歌.
古塔摇红迎旭影 罗星晕碧锁溪光.
一线晴光通越水 半帆寒影带吴歌.
春入船唇流水绿 人归渡口夕照红.
永济太平南北路 落成嘉庆廿三年.
共解囊金成利济 好留柱石待标题.
云头艳艳开金饼 水面沉沉卧彩虹.
八十丈虹晴卧影 一千顷玉碧无瑕.
插天螮蝀玉腰阔 跨海鲸鲵金背高.
式廊旧规模,有客来游歌利涉 蔚然新气象,行轮无阻便通商.
风送万机声,莫道从拳犹易举 晴翻千尺浪,好从饮水更思源.
岁稳登云,每多凤侣 势怀傍汉,自有仙俦.
凤治垂虹,南连越水 仙源涌日,此接吴江.
坐而言矣,起而行矣 老者安之,少者怀之.
化日光天,相安无躁 栉风沐雨,且住为佳.
遥听隔岸,绫梭弥思物力 最喜结邻,村社永赖神庥.
姊妹三条联运影 桑麻四野便行程.
策杖闲听,两岸机声连牧笛 临流远眺,一泾帆影伴渔舟.
满山芳草仙人药 一径清风处士坟.
旧址难寻,相距八百二十年之久 高风可仰,总在三万六千顷之间.
逝水如斯,愧我重来问道晚 高山仰止,始知今日布衣尊.
快哉风与庶民共 今夫山一拳石多.
湖水波平,一片空明莺脰碧 钓徒仙去,千秋风致鳜鱼肥.
