崇正学； 育真才。
懒惰厌学难成器； 勤奋博学出状元。
胸中万卷风雷动； 无端直奔笔下来。
书到用时方恨少； 学富五车不为多。
黑发不知勤学早； 白首方悔读书迟。
笑到几时方合口； 坐来无日不开怀。
人世大难开口笑； 肚皮终不合时宜。
一粒米中藏世界； 半边锅内煮乾坤。
笑到几时方合口； 坐来无日不开怀。
问观音为何倒坐； 恨众生不肯回头。
酒酿黄花情联鸾凤； 诗题红叶梦协熊羆。
玉律鸣秋鹊桥路近； 金风涤暑鱼水欢谐。
鸾凤和鸣秋光满月； 雁翔比翼壮志凌云。
朱仙镇血战丧敌胆； 风波亭长恨遗千秋。
歌舞台虽非赏罚地； 梨园子却带春秋笔。
惟巢由乃可与并驾； 微光武不能成其高。
振三五六经之羽翼； 罗二十八宿于心胸。
歌正气,风云变色； 赋秋声,金铁皆鸣。
以古今大快为述作； 与天地清气相娱游。
为农民教育之枢纽； 是乡村社会的中心。
司文衡而星罗北极； 秉福德以位列天下。
四境著闻行若无事； 千年遗址因其自然。
生民来未有夫子也； 知我者其唯春秋乎。
流风溯数千载而上； 遗爱在廿八年之中。
以诸花香而散其处； 合众鼻孔尽为德云。
高深雄奇五岳之外； 神怪倏然万灵所居。
使处治中别驾之任； 书以河渠水利名篇。
不出门须通天下事； 知朝廷要用读书人。
八百里洞庭今入眼； 五千年历史再从头。
大如天,君山拳石； 观于海,洞庭一杯。
八百里洞庭沧浪水； 三千尺衡岳艳阳天。
父生天,天长地久； 母生地,地久天长。
儒力道心仙缘俗事； 高作岩述本植源游。
于诸佛中出一头地； 是造物者之无尽藏。
大慈悲度一切苦厄； 空色相见五蕴光明。
壮志凤飞逸情云上； 灵芝献瑞仙鹤同年。
市隐四明楼高百尺； 朋颂三寿恩沐九霄。
红灯高照福庆长乐； 爆竹连声寿祝久安。
福禄欢喜长生无极； 仁爱笃厚积善有征。
南极腾辉彤云瑞霭； 西池宴会绛雪香芳。
含和履巾执义秉德； 驾福乘喜获寿保年。
璞玉浑金是寿者相； 碧梧翠竹得气之清。
福禄光明使君寿考； 吉善长久宜我子孙。
天与长春灵芝献瑞； 人传济美宝树敷荣。
爱爵传觞尤怀多福； 颐性养寿屡获嘉祥。
就傅胜衣贤揆初度； 垂髫总角岐嶷英姿。
弹指光阴一旬甫届； 当头日月百岁同光。
就傅芳年丰神俊逸； 授书绮岁头角峥嵘。
兰质蕙心二旬初度； 柳诗茗赋双美兼收。
燕桂谢兰年经半甲； 桑弧蓬矢志在四方。
璇阁年华蟾圆一度； 瑶池桃实鹤算千春。
黄鹤下飞知报喜事； 白猿高唤来进寿丹。
瑶池桃熟王母降乐； 碧沼荷开灵娥陪观。
五岳同尊唯嵩峻极； 百年上寿如日方中。
学到知非宏开寿域； 年齐大衍共晋霞觞。
人方中午五十日艾； 天予上寿八千为春。
教秉尼山乐天安命； 学符伯玉寡过知非。
花甲正圆十年再造； 林壬入颂百岁半临。
花甲齐年项臻上寿； 芝房联句共赋长春。
甲子重新如山如阜； 春秋不老大德大年。
璧合珠联图开周甲； 伯歌季舞燕启良辰。
前寿五旬又迎花甲； 待过十载再祝古稀。
骏德遐昌龄周甲子； 鹤筹无算彩绚庚星。
玉树阶前莱衣竞舞； 金萱堂上花甲初周。
海屋添筹林壬洽颂； 乡闾进杖花甲征祥。
日月双辉惟仁者寿； 阴阳合德真古来稀。
鹤算频添开旬清健； 鹿车共挽百岁长生。
杖国鸠扶人歌上寿； 筹添鹤算天与稀龄。
桃熟三千欣看献瑞； 旬天八十庆溢添筹。
庆祝三多琼筵显爵； 祥开七秩玉杖扶鸠。
日煦萱花去徵异彩； 天留婺宿人庆稀年。
天赐期颐长生无彬； 人间百岁只庆有余。
宝树灵椿三千甲子； 龙眉华顶九十春光。
八秩康强春秋永在； 四时健旺岁月优游。
迹隐丹雀品征琛玉； 名齐渭水胸贮经纶。
萱寿八千八旬大寿； 范福九五九畴乃全。
耄耋齐眉春深爰日； 孙曾绕膝瑞启颐年。
闲雅鹿裘人生三乐； 逍遥鸠杖天保九如。
寿宇鸿开图陈百福； 名楣喜溢颂献九如。
桃熟三千樽开北海； 春光九十诗倾南山。
天赐期颐长生无极； 人间百岁积庆有余。
寿晋期颐天年永运； 光增史乘人瑞流传。
礼祝期颐庄椿无算； 诗歌福履虞寿同登。
上寿期颐庄椿不老； 君子福履洪范斯陈。
天上三秋婺星几转； 人间百岁萱草长荣。
妇德交称上寿允享； 孙荣竞秀五世其昌。
山水怡情鹿门望重； 凤凰娱目鸿案齐眉。
北极同荣南极同寿； 灵芝为圃丹桂为林。
年享高龄椿萱并茂； 时逢盛世兰桂俱芳。
蓬岛真人瑶池仙子； 家庭全福天上双星。
举案齐眉桃筵献实； 奉觞上寿梅岭传春。
德行齐辉一门合庆； 福寿大衍百岁同符。
椿萱并茂河山并寿； 庚婺同明日月同辉。
喜溢椿庭椒盘献瑞； 欢承萱室柏酒称觞。
鸿案齐眉宜春启瑞； 兕觥介寿永日腾欢。
红杏争春群芳献瑞； 白华养志二老承欢。
桃李联芳长春不老； 极揃并耀纯嘏弥长。
桃李联盟宜家宜室； 椿萱并寿多福多男。
芍药栏边花开富贵； 椿萱堂上寿祝期颐。
弧帨同悬葵心向日； 椿萱并茂婪尾留春。
地腊逢辰河山并寿； 天中建午日月双辉。
蒲艾同芳禧延卓午； 椿萱并茂庆洽昌辰。
鸿案眉齐碧筒酒熟； 鹿车手挽瑶岛春长。
椿茂萱荣畴增五福； 庚明婺焕耀映双星。
弧帨同悬秋光初到； 琴瑟在御夏屋宏开。
鸿案齐眉瑟琴静好； 蟾宫耀采人月同圆。
伉俪雍和同悬弧帨； 风光良好遍插茱萸。
天朗气清极前涣彩； 花香人寿杞菊延年。
梅岭新春诗歌偕老； 蓉屏耀彩寿祝同庚。
伉俪相偕人添大寿； 风光正好节届小春。
花放水仙夫妻偕老； 图呈王母庚婺双辉。
葭官徵时兕觥同酌； 兰阶爱日鸿案相庄。
天竹腊梅相映成色； 寿山福海共祝无疆。
鹤算同添华堂笃祜； 鹿车并挽寿宇延春。
五福梅开筹添鹤算； 三多竹报酒晋兕觥。
东坡雅人宣做生日； 西方寿佛长取新年。
红杏在林时维二月； 紫芝记算数合九畴。
红杏争妍春光大好； 白华洁养纯嘏弥长。
桃实呈祥骈臻百福； 极星拱寿辉映三台。
旨酒佳肴香浮芍药； 庞眉皓首色映蔷薇。
大夫如松德音是茂； 君子保艾寿考维祺。
节届中秋月圆人寿； 筹增上算桂馥兰馨。
菊酒称觞节逢重九； 椿筹益算寿纪八千。
梅岭扬芬小春有信； 椿庭祝嘏爱日多欢。
良月筵开介眉酒熟； 小春气暖绕膝欢腾。
序届阳春春同松柏； 寿称国瑞瑞献芙蓉。
介祝称觞阳春一曲； 书云献颂寿考万年。
黍谷回春椒盘献瑞； 萱堂称庆柏酒延禧。
萱庭春长良辰设帏； 杏林目丽绮席称觞。
曲水湔裙春光正好； 慈闱设帏寿算无疆。
露湛芝田萱荣堂北； 日长蓬岛桃熟池西。
首夏清和长春富贵； 慈云庇护爱日绵长。
兰阁风薰绮琴解愠； 萱庭日丽彩缕延龄。
荷诏风清良辰揽揆； 萱堂日永大庆称觞。
鹊驾填桥天孙锡寿； 兕觥进酒王母临筵。
萱茂华堂辉生锦帏； 桂开月殿曲奏霓裳。
婺焕重霄时呈五福； 时维九月序属三秋。
顿教萱庭庭添春色； 记取蓉屏屏写寿文。
梅馥岭南小春有信； 萱荣堂北寿算无疆。
日丽萱闱祝无量寿； 香傅梅岭届小春天。
葭官飞灰璇闺溢喜； 萱闱爱日宝婺腾辉。
咏谓阳诗献同陵颂； 承宅相誉陈洪范篇。
祝献池西候逢浴佛； 堂北萱荣馆甥舞彩。
萱荣堂北荫庇馆甥； 池西桃熟王母称觞。
玉液金丹寿跻南极； 交梨火枣福锡东南。
石鼎仙丹庚申永守； 华池神水甲子绵长。
卓锡谭经春秋不老； 慈灯慧镜日月长明。
见性明心西天日永； 昙花贝叶南海春长。
以赛亚告王增福寿； 希西家蒙主锡年龄。
作善修身自膺大寿； 读经行孝乃获遐龄。
信主爱人自膺天福； 读经祈福必获高龄。
道德光明使君寿考； 仁爱笃厚宜尔子孙。
龙马精神威扬海甸； 岳嵩钟毓秀挺蓬莱。
医国医人同兹医意； 寿民寿世亦以寿身。
又红又专两情鱼水； 同心同德百岁鸳鸯。
日丽风和门庭有喜； 月圆花好家室咸宜。
鸾凤和鸣琼花并蒂； 螽麟瑞叶玉树连枝。
同心同德美满夫妻； 克勤克俭幸福家庭。
男男女女恩恩爱爱； 对对双双喜喜欢欢。
红花并蒂向阳开放； 银燕比翼凌空飞翔。
好儿女心操四化业； 新青年志做排头兵。
好鸟双栖嘉鱼比目； 仙葩并蒂瑞木交枝。
云拥妆台和风正暖； 花临宝扇旭日初长。
日丽华堂莺歌燕语； 春融绣幕凤舞鸾翔。
檐下蜘蛛一腔丝意； 庭前蚯蚓满腹泥心。
天资聪颖慧根尚在； 生性懒惰才智枉存。
业精于勤,荒于嬉； 行成于思,毁于随。
白雪远山,图开大米； 斜阳新柳,春满天街。
泡影乾坤,妆成宝相； 色香世界,幻出空花。
文光射斗,采笔凌云； 宝鼎芝房,嘉祥备至。
视尔梦梦,天胡此醉； 于时处处,人亦有言。
众志成城,众擎易举； 百花齐放,百家争鸣。
湖上笠翁,端推妙手； 江头米老,应是知音。
夏屋畅清吟风篁半岭； 春城通晓望烟树万家。
得水之情,盆鱼有乐； 领山之趣,拳石皆奇。
池台金碧,倒影斜阳； 水木清华,平分谶润。
池台金碧,倒影斜阳； 丽藻星铺,雕文锦缛。
春城夏国,百五光阴； 海宇七安,天人欢喜。
常居康乐,日月相望； 邃馆来风,清檐驻月。
云霞异彩,山水清音； 怀抱同欣,兰幽竹静。
觞咏所会,日永风和； 玉韫珠怀,山川辉媚。
天半朱霞,云中白鹤； 山间明月,江上清风。
峰回路转,望之蔚然； 臣本布衣,未忘勤苦。
屏避喧尘,夕坐过酉； 纷披草树,秀色可餐。
翠幔朝开,珠帘暮卷； 浊醪夕引,素琴晨弦。
先天下忧,后天下乐； 山不在高,水不在深。
一径松声,敲棋客至； 四围山色,拄杖僧归。
天不爱道,地不爱宝； 十年树木,百年树人。
贤者,亦将有感于斯； 三辅黄图,先民有作。
金石其心,芝兰其室； 仁义为友,道德为师。
九夏生风,六月无暑； 峰回路转,曲径通幽。
万顷田畴,四时画景； 千家砧杵,五夜泉声。
逝者如斯,曾无日夜； 尽心焉耳,以为邦家。
输粟行仁,远宗文正； 焚券市义,高出孟尝。
至大至刚,三天两地； 乃神乃圣,震古铄今。
荣辱不计,康节情操； 来去勿留,先生高风。
修真养性,不染一毫； 辅汉兴唐,苦救万民。
言念君子,温其如玉； 夫惟大雅,卓尔不群。
莲香益清,松贞而固； 山虚能受,水实乃流。
积善累仁,卜年七百； 安民除暴,同德三千。
为生民忧,直言极谏； 得山水乐,饮酒赋诗。
旨寻六家,业窥五际； 内学七律,旁通三徵。
圣谟洋洋,医者意也； 佳城郁郁,祠以祀之。
平桥六曲,浅水三篙； 乘兴而来,游龙戏水。
蕙带荷衣,偃蹇姣服； 兰橑桂栋,芳菲满堂。
春雨衔觞,秋风驰毂； 圆潭泻镜,杂树开帏。
屋借峰回,径随泉改； 溪流云去,树约风来。
咸集群贤,于兹夏屋； 独弹古调,不俟秋吟。
得大安稳,绝于人境； 离一切相,情均天伦。
汪虎溪题袁公祖惠祠； 力竭股肱,继之以死。
心存民社,没则为神； 金眉生题袁公祖惠祠。
秋月照人,春风坐我； 青山当户,白云过庭。
似洞非洞,适成仙洞； 有门无门,是为佛门。
大哉王言,江山保障； 懿欤祖德,吴越驱思。
旭日芙蓉,晓风杨柳； 青山北郭,白水东城。
孰荐此香,芳甘之意； 汝观明月,空灵者神。
卜筑明湖,坡邻玛瑙； 刻划乐石,珍比琼琚。
宜雨宜睛,静观自得； 尽美尽善,为乐至斯。
刊石惟余,西汉文字； 行歌好约,高阳酒徒。
我思古人,有扁斯石； 其究安宅,莫高匪山。
登高一呼,万山皆应； 得少佳趣,众宾与欢。
东鲁诗书,胥归朴学； 延陵俎豆,长保名山。
所愿千年万年长此乐； 相将一山一水尽题名。
一角湖山,藉留真相； 八家篆刻,俾识正宗。
堂可藏云,山开伏虎； 泉堪洗钵,池有潜龙。
五百功臣,肇兴北宋； 九重圣主,赐祀西湖。
山暖当看,水凉知夕； 字瘦题石,诗寒说云。
一路竹声,时疑雨至； 半空岚气,忽然云飞。
俯视星辰,如游碧落； 高超云汉,恍接苍穹。
和光同尘,上德若谷； 致虚守静,众妙之门。
每有山风,豁开眼界； 常将月露,洗净心尘。
辅正摧邪,教承大觉； 振威显圣,德副群心。
怪石错径,杂花回栏； 高柳垂阴,老鱼吹浪。
饲鹤调琴,止谈风月； 养鱼种竹,不问春秋。
画里移舟,梅边吹笛； 墙头唤酒,枕上看湖。
夜渚水明,流水今日； 金樽酒满,奇花初胎。
天上人间,谪仙无恙； 山高水长,先生之风。
山川朋友,文章三乐； 烟雨风月,晴雪六宜。
水绿山青,座中人醉； 花明柳媚,湖上春长。
日往烟梦,幽鸟相逐； 月明华屋,碧松之阴。
四大空中,独留云住； 一江缺处,远看潮来。
图画香山,风流玉局； 荷花世界,杨柳楼台。
点缀湖山,凭籍花鸟； 清筑骚雅,广注鱼虫。
四壁荷花,香风入座； 三面水榭,明月满湖。
三面湖光,四围山色； 一帘松翠,十里荷花。
水得闲情,山多画意； 门无俗客,楼有赐书。
远属林园,胜妙殊绝； 越诸尘果,身心了然。
高柳垂荫,老渔吹浪； 晚花引乐,小舫携歌。
法会之盛,闻于遐迩； 妙胜之严,甲于东南。
西山朝来,致有爽气； 太华夜碧,人闻清钟。
孝当竭力,忠则尽命； 生为相国,死作涛神。
寇不敢缨,敌犹感化； 烈侔刚毅,清拟双虹。
笃诚情性,公正心肠； 勤劬事业,优美文章。
岁稳登云,每多凤侣； 势怀傍汉,自有仙俦。
凤治垂虹,南连越水； 仙源涌日,此接吴江。
坐而言矣,起而行矣； 老者安之,少者怀之。
化日光天,相安无躁； 栉风沐雨,且住为佳。
其谷宜稻,既坚既好； 自天降康,乃绩乃仓。
东鲁雅言,诗书执礼； 西京明诏,孝悌力田。
延来大宾,飞觞东阁； 陵居高士,剪烛西窗。
青紫朝天,龙衔烛至； 云霞出海,鳌驾山来。
一代宗师,千秋绝学； 二王余韵,百里书声。
不皖不吴,独开一派； 是父是子,同有千秋。
父子一门,乾嘉绝学； 宋明以外,训诂大成。
父子鸿儒,中外宗仰； 高邮琅琊,异代齐光。
奇韵千秋,金坛一段； 训诂百代,高邮二王。
乾嘉小学,段王莫二； 淮海通人,汪刘而三。
景中景非关招鹤放鹤； 山外山尽是白梅红梅。
寿齐乔松,壮心未已； 星辉南极,好日方长。
炉火红深,懒残煨芋； 密阴绿满,怀素书蕉。
千教万教,教人求真； 千学万学,学做真人。
小石多明,俯拾即是； 群山倒影,乘空欲飞。
